HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),refractive index,Exp. Quantum Yield
-0.204905691,-0.081364766,8.9819285,79.81,232.73,-6.729609094,2.28747,14.12128341,0.9085,0.4533,5.1489,3.6927,0.9365,0.3546,6.0104,4.5555,0.9836,0.2528,6.5263,5.405,0.8301,0.4711,4.5706,3.4557,0.7399,0.579,4.0713,2.2229,0.8521,0.4089,5.2655,3.7717,1,1,2,2,1.966460272,2.012613723,2.130911777,2.197547042,4.840784375,4.84031361,5.324998635,5.324692563,1.4448,0.57
-0.231285858,-0.104670444,15.7613557,728.78,58.59,-8.315886335,2.08069,14.1212802,0.8468,0.5365,4.7066,2.2624,0.8527,0.5936,5.1839,1.3435,0.8006,0.3201,4.2588,3.4362,0.7512,0.606,4.493,1.5846,0.8071,0.5247,4.4725,2.6045,0.7826,0.5673,4.4264,1.8321,2,1,2,4,1.929212015,2.01891877,2.185745639,2.373536812,5.324586979,4.840932347,5.325028331,8.105000811,1.4448,0.06
-0.206883206,-0.094504337,6.51292619,23.64,104.34,-7.358897901,1.8318,14.12127564,0.8797,0.6006,5.023,1.2139,0.8688,0.6244,5.2794,1.8935,0.8974,0.6109,5.4511,2.4309,0.7782,0.6058,4.1959,1.2522,0.7504,0.6242,4.0871,1.3666,0.7569,0.744,4.2446,0.5263,2,2,3,3,1.976421261,1.986082828,2.027571454,2.036485453,5.324044517,5.324028387,5.744492815,5.744437159,1.4448,0.14
-0.205258038,-0.07903056,11.35434347,128.27,77.57,-8.61867236,2.47623,14.12128398,0.9526,0.3754,5.8805,4.6342,0.9381,0.3982,4.9047,2.9449,0.9727,0.3185,5.9388,5.1423,0.8695,0.397,5.1853,4.3685,0.7867,0.4627,4.0812,2.7629,0.8208,0.508,4.4881,2.6531,1,1,2,1,1.975629014,2.06101213,2.076812461,2.095086872,4.84041423,4.840371865,5.324857247,4.841724135,1.4448,0.18
-0.21456665,-0.102787152,13.70584845,58.17,87.06,-7.996318232,2.04779,14.12128627,0.9421,0.4236,5.8962,4.637,0.914,0.4999,4.4952,2.9189,0.9501,0.379,6.1959,4.8981,0.8987,0.4347,5.5057,4.5094,0.8461,0.5064,4.2312,2.8721,0.6944,0.6234,3.638,1.7246,1,2,1,2,1.917045905,2.002419786,2.028084071,2.166457939,4.842709066,5.324749587,4.840882577,5.325086651,1.4448,0.04
-0.211399724,-0.093982046,15.24187177,64.44,326.75,-6.959153842,2.05808,14.12127991,0.8581,0.4514,5.2332,3.8227,0.9411,0.4152,6.2504,5.1783,0.8893,0.5424,5.9762,3.3479,0.7771,0.4542,4.5133,3.9231,0.8615,0.467,5.2558,4.3332,0.7277,0.6311,4.2584,1.3233,1,2,2,4,1.956136243,1.966381703,2.168675863,2.408163408,4.840792275,5.324545239,5.324991722,8.105007024,1.4448,0.23
-0.210032038,-0.067738141,11.1566583,59.49,135.26,-8.570593968,2.28558,14.12128269,0.8039,0.7064,3.9379,0.5151,0.9061,0.5634,4.9617,1.6608,0.9124,0.4744,4.8819,2.602,0.6854,0.6874,3.3267,0.455,0.788,0.6607,3.9846,1.3937,0.802,0.5028,4.1613,2.6218,1,1,2,2,1.970097967,2.004659572,2.122764471,2.1724065,4.840616309,4.840338983,5.324918596,5.324824478,1.4448,0.64
-0.230409572,-0.106916556,17.0127554,30.44,351.07,-6.958627609,2.12858,14.12127991,0.8579,0.5101,4.6027,3.0362,0.8462,0.4725,4.3231,1.6551,0.831,0.3732,4.0914,2.3538,0.8124,0.5147,4.3103,2.986,0.7564,0.5517,4.0498,1.3968,0.7121,0.61,3.7703,1.8721,1,2,2,4,1.973638771,1.976072873,2.121343442,2.399301148,4.840990961,5.324519766,5.325125691,8.10500866,1.4448,0.06
-0.191461256,-0.116609677,3.40757003,92.99,334,-7.335005979,1.24618,14.1212809,0.971,0.2848,5.9522,4.5482,0.9408,0.3702,5.3985,4.1218,0.9497,0.3564,5.3241,3.7538,0.9559,0.2881,5.776,4.5323,0.8972,0.3715,5.0129,4.1029,0.9205,0.3784,5.4662,3.8892,1,1,2,2,1.982253516,1.998327801,2.173168194,2.190175564,4.840239067,4.84032191,5.325439903,5.324998927,1.406,0.02
-0.20836587,-0.082689168,4.44375355,12.63,206.24,-7.089636933,2.35513,14.12127924,0.931,0.462,5.2186,3.0837,0.8197,0.5444,4.3337,1.4947,0.9182,0.5399,5.0516,1.6496,0.8485,0.4695,4.6397,2.9758,0.7378,0.5526,3.9706,1.6142,0.7978,0.5143,4.3098,2.2077,1,2,2,3,1.967594216,2.014987097,2.085215097,2.113102222,4.840803179,5.324508319,5.324646298,5.744789092,1.4448,0.8
-0.207627126,-0.084494306,7.22094334,7.6,148.23,-7.14221259,2.34427,14.12128039,0.9425,0.451,5.347,3.483,0.9535,0.3454,6.0587,4.9675,0.8257,0.5471,4.5099,1.476,0.8703,0.4557,4.8386,3.3765,0.799,0.4686,4.7043,2.6376,0.7858,0.5402,4.329,0.9093,1,2,2,3,1.921485363,2.014350764,2.092038958,2.138318031,4.841193871,5.324518597,5.324727625,5.744907559,1.4448,0.73
-0.218264696,-0.072015822,14.71033163,48.61,174.32,-8.180363876,2.36141,14.12127849,0.7642,0.7608,3.5859,0.9849,0.8205,0.6262,3.9364,0.7243,0.7994,0.2586,3.3472,2.3534,0.6867,0.7647,3.3282,0.978,0.7716,0.6543,3.8149,1.9774,0.7168,0.6252,3.5875,1.6208,1,2,2,4,1.944000257,2.034958722,2.068901641,2.493009827,4.841104387,5.324663295,5.324558341,8.104986519,1.4448,0.56
-0.191484528,-0.075303534,9.5697321,33.6,242.19,-7.976032368,1.96107,14.12127596,0.866,0.512,5.6706,2.9733,0.8944,0.3839,6.4225,4.4384,0.9373,0.382,7.5562,2.2467,0.7556,0.5171,4.404,2.8783,0.7288,0.4792,3.8404,5.0882,0.7764,0.4699,5.1603,1.1722,2,2,3,3,1.97102968,1.976836614,2.042601772,2.04522346,5.324453473,5.324428436,5.744259642,5.744924962,1.4448,0.17
-0.21597712,-0.094839157,15.8383216,27.84,159.36,-7.836624793,1.82999,14.1212846,0.8186,0.6288,4.595,1.743,0.9065,0.4854,5.6801,2.881,0.9224,0.4906,5.982,2.8107,0.6665,0.6182,3.6358,2.0215,0.8304,0.5216,4.6909,3.6801,0.8143,0.5056,5.3265,3.321,1,1,2,2,1.966424674,1.975964575,2.02010569,2.16356858,4.842885768,4.841216063,5.324565647,5.324887338,1.4448,0.66
-0.23489738,-0.104166226,20.31924521,261.57,53.48,-8.399854699,2.18833,14.12127888,0.8852,0.5443,5.2715,3.4168,0.8672,0.6635,4.8102,1.6304,0.8919,0.5717,5.295,2.236,0.7182,0.6038,4.0385,2.3346,0.8294,0.6018,4.8102,2.4609,0.7747,0.6226,4.2918,1.5285,2,1,2,4,1.967807409,2.004895259,2.178445547,2.379865122,5.324467794,4.840866698,5.324964263,8.105006667,1.4448,0.65
-0.215659456,-0.077061477,8.94837842,45.3,77.28,-10.71541827,2.30195,14.12128363,0.8151,0.6388,4.0928,1.1553,0.9567,0.2428,6.6026,5.8291,0.9356,0.3242,4.0624,2.7164,0.7087,0.6582,3.7684,1.0435,0.751,0.6462,3.9515,1.7946,0.8134,0.4549,3.92,1.9487,1,2,1,1,1.922102495,2.0394563,2.040499204,2.111741225,4.844416903,5.324737121,4.841156515,4.840837309,1.406,0.82
-0.213185506,-0.102657022,16.72642817,57.31,74.68,-8.23804745,2.01288,14.12128607,0.9131,0.4625,6.16,4.3779,0.8875,0.258,5.0971,3.9669,0.8649,0.4982,4.692,2.841,0.8571,0.4704,5.7538,4.1666,0.8178,0.5021,4.4164,2.7895,0.8772,0.2599,5.0329,3.9385,1,2,1,2,1.923331225,1.993113394,2.02826872,2.170845688,4.842733747,5.324682726,4.840892295,5.325070197,1.4448,0.09
-0.204173118,-0.07907795,16.39730441,129.18,805.86,-8.749125249,1.97183,14.12128022,0.8103,0.5602,4.1178,1.6899,0.8626,0.4901,4.6215,2.6741,0.5308,0.5288,3.055,1.7333,0.7078,0.5637,3.504,1.6672,0.7708,0.5115,4.0405,2.4336,0.6972,0.6212,3.9651,1.3184,1,1,3,3,1.956418667,1.978283347,2.114830726,2.117989141,4.841034721,4.841693744,5.744997384,5.744848024,1.412,0.03
-0.234075962,-0.102499138,17.44339543,284.39,50.99,-8.392765613,2.18529,14.12127897,0.8834,0.5531,5.1674,3.2114,0.8728,0.65,4.8465,1.7735,0.8564,0.2308,4.5312,3.5401,0.7163,0.6006,4.007,2.3623,0.8313,0.6053,4.7566,2.3675,0.7786,0.6111,4.3475,1.8548,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38090844,5.324477049,4.840960706,5.324983786,8.10500391,1.4448,0.78
-0.238247925,-0.10250809,8.20273225,11.03,228.99,-7.154551359,2.2417,14.12127969,0.8126,0.6351,3.9612,1.2534,0.8789,0.5221,4.3957,2.3848,0.7842,0.3064,3.4366,2.0043,0.7154,0.6407,3.5477,1.204,0.7911,0.5553,3.9675,1.5886,0.7715,0.6632,3.8653,0.6164,1,2,2,4,1.907079967,2.049149092,2.094307045,2.479005849,4.841237465,5.324839037,5.324780752,8.104995577,1.4448,0.37
-0.202140759,-0.059869082,9.73274583,13.18,74.89,-7.930240207,2.61019,14.12128191,0.9397,0.5675,5.1613,2.5613,0.8758,0.5813,4.7875,1.6103,0.8701,0.6576,5.0112,1.976,0.7319,0.5968,4.1104,2.1663,0.8343,0.5989,4.3585,1.9686,0.8529,0.6088,4.7533,1.7926,1,1,2,2,1.96853575,1.985901558,2.1668784,2.209421644,4.840327917,4.84040767,5.325341844,5.32474389,1.4448,0.45
-0.209789922,-0.09309736,5.38144583,5.89,116.19,-7.007907161,1.92719,14.12127592,0.8749,0.6108,5.0072,0.7968,0.8481,0.6642,5.2262,1.459,0.8882,0.6424,5.3285,1.9023,0.764,0.621,4.1922,0.8081,0.7448,0.6578,4.196,0.9045,0.787,0.6992,4.3664,0.877,2,2,3,3,1.983516322,1.985569188,2.016959345,2.026854213,5.32404018,5.323995883,5.745062892,5.745032538,1.4448,0.2
-0.223089871,-0.114318853,11.4761361,10.06,115.42,-6.555690948,1.75474,14.12127606,0.8839,0.5826,5.0834,0.6083,0.8603,0.6635,5.2836,1.219,0.883,0.6498,5.3742,0.9693,0.7896,0.5962,4.3065,0.5503,0.7559,0.6563,4.0934,0.3926,0.7775,0.7367,4.4882,0.4365,2,2,3,3,1.98296949,1.983855842,2.010792132,2.01839243,5.324123213,5.324165896,5.744922691,5.745028219,1.4448,0.033
-0.211799163,-0.096810271,8.42384933,6.97,111.14,-7.100976017,1.89227,14.12127585,0.8754,0.6008,4.9928,0.8125,0.8588,0.6493,5.268,1.5792,0.88,0.6392,5.255,1.8487,0.7696,0.6099,4.2488,0.8018,0.7531,0.6475,4.2378,0.9971,0.7754,0.7236,4.254,0.526,2,2,3,3,1.986501951,1.987868708,2.015524001,2.027042427,5.324036525,5.324104258,5.74503257,5.745027676,1.4448,0.1
-0.226962657,-0.090945976,14.10932851,44.29,175.04,-8.628124752,2.3023,14.1212795,0.8268,0.6077,4.5324,1.6176,0.8748,0.5018,4.7921,2.0793,0.9349,0.1461,5.9502,5.4777,0.7081,0.5959,3.6801,1.4799,0.787,0.5077,4.2133,1.9996,0.7712,0.5452,4.2116,1.1487,1,2,2,2,1.910031675,2.055047688,2.094101239,2.125002353,4.841217011,5.324748759,5.324699381,5.326020176,1.4448,0.6
-0.204272566,-0.084041469,1.72183093,4.15,21.18,-8.169357196,2.32982,14.12128133,0.9203,0.4235,6.0894,4.5149,0.9664,0.276,6.8802,5.7042,0.8671,0.2545,4.5309,2.9936,0.84,0.439,5.5312,4.3186,0.9256,0.305,6.3427,5.34,0.6442,0.7035,3.4427,0.932,1,1,2,2,1.957687156,2.010579518,2.07261019,2.077734584,4.841360102,4.842915176,5.324792877,5.3247864,1.4448,0.47
-0.20941224,-0.081400266,4.04347196,12.54,2.49,-10.24879874,2.28075,14.1212803,0.9367,0.5306,5.1208,3.3514,0.9787,0.3259,6.5025,5.3774,0.7716,0.6891,4.0764,1.0429,0.7738,0.5744,4.1671,2.6339,0.7667,0.601,4.1883,1.9119,0.8739,0.4825,5.3978,3.2573,1,2,2,3,1.92645737,1.998720591,2.093994747,2.191680177,4.841149407,5.324319171,5.324703909,5.744931616,1.4448,0.75
-0.195449327,-0.093787686,12.50926669,1.11,250.74,-6.704814435,1.80311,14.12127529,0.9274,0.4029,5.259,3.1346,0.9539,0.4041,5.6431,3.1686,0.8871,0.5716,5.0781,2.2587,0.897,0.4034,5.0441,3.1259,0.9067,0.4112,5.2448,3.1297,0.7178,0.6195,3.9461,1.841,2,2,3,3,1.998694824,1.998694824,2.004482227,2.004482227,5.324440029,5.324440029,5.745023006,5.745022974,1.4969,0.25
-0.206382355,-0.091386278,1.65363244,28.42,60.28,-9.223425612,1.82598,14.12128576,0.8536,0.5831,4.8803,1.9622,0.934,0.536,6.5426,3.7583,0.9105,0.7199,5.6093,0.7331,0.7177,0.5807,3.8757,2.2243,0.7933,0.6576,4.7446,1.4035,0.8738,0.5965,5.7981,2.7804,1,2,1,1,1.908799099,2.025962734,2.058295654,2.0867894,4.844270233,5.324519473,4.841320067,4.840695091,1.4448,0.2
-0.191755464,-0.057956088,1.55173032,133.8,123.72,-8.295250361,2.27177,14.12128347,0.8227,0.6121,4.0034,1.074,0.8956,0.5656,4.3873,1.355,0.796,0.3718,3.4443,1.1812,0.7478,0.6115,3.6242,1.0294,0.7442,0.5921,3.4877,0.6477,0.7195,0.6788,3.7021,0.6749,1,1,2,2,1.951061762,1.97944765,2.099232955,2.136987131,4.840806734,4.840763595,5.325112402,5.325087089,1.406,0.9
-0.208957401,-0.086330135,3.04582365,27.17,174.28,-9.009033515,2.19825,14.12128054,0.897,0.5006,5.3302,1.9642,0.9671,0.3931,6.2452,2.8883,0.9199,0.5172,5.4031,0.9841,0.7956,0.5107,4.4504,1.9786,0.8241,0.5164,4.6385,0.7141,0.7531,0.5807,4.0377,0.4153,1,2,2,3,1.903752873,2.026822883,2.076176775,2.135488937,4.841163544,5.324310596,5.324783381,5.744968723,1.4448,0.99
-0.203245363,-0.062108655,10.22473423,24.2,93.67,-7.121196055,2.62876,14.1212816,0.9236,0.6015,5.5455,2.0819,0.9292,0.4999,5.8995,3.2389,0.859,0.6217,5.1932,1.9929,0.7401,0.6091,4.3831,1.9737,0.7538,0.6052,4.3781,1.2647,0.792,0.5971,4.7886,2.1492,1,1,2,2,1.977539886,1.994009278,2.161619994,2.250840954,4.840205786,4.840581934,5.324805147,5.32481956,1.4448,0.36
-0.213996934,-0.104757291,14.75785379,52.95,55.92,-8.488119944,1.98368,14.12128611,0.9098,0.4681,6.3509,4.8644,0.8622,0.4796,4.7388,2.7923,0.9533,0.3577,6.6958,5.4134,0.8523,0.4767,5.8972,4.6069,0.8193,0.4857,4.4792,2.7297,0.7023,0.5779,4.2711,1.7631,1,2,1,2,1.923189538,1.989344113,2.027656036,2.176341885,4.842734299,5.324723535,4.840890399,5.325054132,1.4448,0.07
-0.195215063,-0.099439386,12.81778385,24.22,159.52,-6.98701496,1.95899,14.12127932,0.9896,0.1061,6.5577,5.8463,0.9928,0.0912,6.8536,6.0717,0.8385,0.6714,4.344,1.7767,0.9733,0.1292,6.4053,5.6466,0.7542,0.6238,4.0176,1.9756,0.9797,0.1177,6.7501,5.7315,1,2,2,3,1.921749463,2.045679594,2.079037758,2.235892216,4.841236912,5.324689495,5.324632175,5.744626581,1.4448,0.04
-0.18053875,-0.07247965,9.01239081,81.51,218.81,-8.684429111,2.0393,14.12128354,0.9754,0.3397,5.3396,3.9655,0.9507,0.382,4.9775,3.4745,0.9659,0.3176,4.3221,3.6108,0.9463,0.3412,5.1166,3.9428,0.908,0.3849,4.8809,3.4787,0.8546,0.4174,4.8061,3.0363,1,1,1,2,1.991394988,2.013663825,2.079189506,2.14669001,4.840514761,4.840380718,4.841995869,5.325425596,1.4906,0.89
-0.236121179,-0.087860072,7.70217029,46.89,197.68,-7.612772632,2.43699,14.12127973,0.7706,0.7159,3.769,0.662,0.8529,0.5785,4.4305,0.3693,0.7324,0.2925,3.3498,2.0781,0.6804,0.7135,3.415,0.7493,0.7697,0.6412,4.0214,1.3437,0.6953,0.6465,3.469,1.5232,1,2,2,4,1.918026329,2.045474517,2.086229613,2.488007235,4.841189685,5.324702936,5.324630763,8.104996673,1.4448,0.87
-0.213154782,-0.092210442,1.44820173,22.44,55.43,-9.206348351,1.8309,14.12128577,0.8229,0.6565,4.4213,0.577,0.93,0.4522,5.9491,4.3119,0.8864,0.6476,5.0996,2.4682,0.6905,0.65,3.6647,0.6389,0.7656,0.6493,4.3532,1.777,0.8643,0.4763,5.3135,3.8407,1,2,1,1,1.906992659,2.030271903,2.060660331,2.086256696,4.84426291,5.324532186,4.84131754,4.840894191,1.4448,0.26
-0.208714871,-0.083881578,5.95736678,6.94,7.62,-10.62915792,2.22848,14.12128011,0.9489,0.5092,5.2815,3.6235,0.9736,0.3426,6.4109,5.2569,0.8051,0.682,4.1221,1.2335,0.7808,0.5579,4.2511,2.8412,0.7893,0.6075,4.1751,1.9764,0.8304,0.5264,4.8664,2.5432,1,2,2,3,1.926189243,2.00241654,2.096454388,2.204113881,4.841205875,5.324326381,5.324697871,5.744951897,1.4448,0.8
-0.196545813,-0.08619921,8.51520844,0.74,176.37,-7.870613647,2.28881,14.12127958,0.9868,0.1018,5.7922,4.607,0.9978,0.0527,6.5838,5.598,0.8425,0.5175,4.4069,0.5147,0.9852,0.1022,5.7803,4.603,0.9969,0.0536,6.5723,5.59,0.6738,0.6438,3.3824,0.1813,1,2,2,3,1.920407509,2.054182562,2.054182562,2.233068293,4.841152487,5.324755528,5.324755431,5.744682514,1.4448,0.34
-0.201153371,-0.067640927,18.33386783,39.81,42.6,-10.91959862,2.0117,14.1212825,0.8537,0.7138,4.6054,1.1701,0.894,0.4712,6.1641,2.3848,0.9436,0.4445,7.6514,0.8901,0.7087,0.6807,3.2969,1.3834,0.7257,0.6242,3.5021,1.3592,0.758,0.5846,4.723,4.2042,1,1,3,3,1.943181155,1.948720093,2.080460045,2.081448774,4.841135664,4.841136691,5.74490548,5.744615733,1.4305,0.15
-0.200225133,-0.078679833,13.11486823,64.7,93.25,-5.929429156,2.5188,14.121285,0.965,0.3152,6.4513,5.2786,0.93,0.4202,5.5296,3.7938,0.9438,0.3893,5.8724,4.0936,0.9085,0.3397,5.924,4.9772,0.8667,0.4319,5.0351,3.6769,0.8322,0.4642,4.8051,3.1179,1,1,1,2,1.992109686,2.038019382,2.061912947,2.084263179,4.840352184,4.840336217,4.842093558,5.324763465,1.4448,0.02
-0.197023222,-0.099775718,10.61775875,11.91,211.81,-7.315272491,1.97777,14.1212795,0.9864,0.1081,6.3981,5.2031,0.9975,0.0745,6.899,5.662,0.8135,0.696,4.3239,0.4343,0.9823,0.1111,6.3617,5.1758,0.9857,0.0978,6.7852,5.4683,0.728,0.6921,3.7726,0.2886,1,2,2,3,1.921406256,2.050060975,2.058883435,2.234397682,4.841200505,5.324680388,5.324654869,5.744690673,1.4448,0.05
-0.205520312,-0.082445677,4.20697576,11.16,213.72,-6.014528487,2.34084,14.12128011,0.9346,0.4754,5.4911,3.0352,0.8869,0.5252,5.2474,2.9013,0.9011,0.5259,5.8884,2.9647,0.8625,0.4833,4.8768,2.9535,0.7708,0.5415,4.5485,2.4341,0.7799,0.5742,4.1899,1.8939,1,2,2,3,1.951733845,2.012185379,2.079859611,2.090697013,4.840723694,5.324464871,5.32452298,5.744889101,1.4448,0.47
-0.208582078,-0.065050752,12.74508773,5.34,48.42,-6.33282873,2.52423,14.12128591,0.8739,0.6176,3.833,0.5187,0.8756,0.657,3.4882,0.3189,0.8776,0.6919,3.9464,0.5189,0.8093,0.6191,3.634,0.4932,0.7091,0.6884,3.3221,0.2202,0.7849,0.6448,4.0415,1.4971,1,1,1,1,2.00625148,2.00625148,2.069543186,2.069543186,4.840545266,4.840545424,4.841988687,4.841986241,1.4448,0.77
-0.227261653,-0.084086127,7.0755972,25.96,216.54,-8.651296176,2.32437,14.12128021,0.7677,0.6923,3.5855,0.884,0.807,0.2969,3.4783,2.4349,0.986,0.0885,5.1376,4.7267,0.6835,0.6972,3.3282,0.8793,0.7358,0.6978,3.5287,1.1075,0.7565,0.2971,3.3638,2.41,1,2,2,4,1.975492344,2.034609791,2.07951653,2.500459558,4.841017502,5.324737121,5.32473006,8.105000572,1.4448,0.002
-0.214564309,-0.099001461,8.39038339,11.51,113.37,-7.045294693,1.91592,14.12127592,0.8702,0.5912,4.9032,0.989,0.8505,0.6395,5.1016,1.5246,0.8917,0.6266,5.379,2.0136,0.7741,0.6004,4.1703,1.009,0.7447,0.6381,4.1121,1.0386,0.7606,0.7432,4.181,0.4421,2,2,3,3,1.984818632,1.988462723,2.019131001,2.025514009,5.324083403,5.324062157,5.744890988,5.744842425,1.3441,0.27
-0.222685877,-0.104350927,16.44322784,65.99,76.47,-7.939737485,2.1786,14.1212867,0.906,0.4437,5.8088,4.46,0.8597,0.5007,4.5165,2.8799,0.932,0.4195,6.0394,4.4244,0.8376,0.4586,5.3465,4.2538,0.8071,0.507,4.2417,2.821,0.6707,0.637,3.5937,1.5086,1,2,1,2,1.908727325,1.995732447,2.028476522,2.164502021,4.842958379,5.324735124,4.840887396,5.325041962,1.4448,0.06
-0.240982095,-0.097258731,2.23184222,63.95,193.64,-7.935815912,2.39014,14.12127971,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,4.841318725,5.324790588,5.324713211,8.10499609,1.4448,0.58
-0.236990333,-0.093035564,24.4593385,76.14,95.57,-7.765541281,2.41866,14.12127663,0.8551,0.5209,4.5407,1.8126,0.9532,0.5782,5.5184,1.2893,0.8871,0.5252,4.8506,1.9948,0.6878,0.5428,3.428,1.515,0.7245,0.5629,3.7573,1.1581,0.6536,0.6623,3.5646,1.2683,2,2,2,2,2.009982587,2.019352619,2.025017531,2.051172835,5.324876529,5.324737851,5.32456852,5.324445144,1.4448,0.82
-0.208489732,-0.096803429,15.7373286,36.72,230.95,-9.487412265,1.66192,14.12127854,0.8068,0.6601,4.8006,2.2242,0.9352,0.4569,6.1086,4.748,0.8985,0.5569,6.0922,3.7021,0.6968,0.6471,3.955,2.4181,0.8594,0.4922,5.2153,4.4271,0.7112,0.61,4.2595,0.3118,2,1,2,4,1.979340547,1.981893539,2.163956793,2.395570287,5.324445241,4.84113132,5.324915139,8.105013891,1.4448,0.03
-0.208644559,-0.098210174,15.18480681,10.7,6.74,-8.397190399,2.07626,14.12128589,0.918,0.4354,6.7111,5.1958,0.8877,0.2271,5.4182,4.2394,0.9571,0.3402,6.3903,4.5945,0.854,0.4451,6.133,4.8481,0.7853,0.5101,4.623,2.6359,0.8676,0.4161,5.5423,3.729,1,2,1,2,1.924149163,1.991097436,2.02636892,2.178057391,4.84269913,5.324696702,4.840886606,5.324992306,1.4448,0.27
-0.221326394,-0.07551307,3.71047599,70.12,305.01,-9.630411632,2.40307,14.12127768,0.7714,0.665,3.595,1.0567,0.8204,0.2808,3.4699,2.4613,0.8851,0.549,4.6071,2.7653,0.6864,0.6676,3.384,1.0646,0.7972,0.5586,3.9514,2.6454,0.5363,0.5517,2.6119,1.4932,1,2,3,3,1.972103446,2.00202023,2.051478004,2.137655258,4.841177286,5.324798476,5.745357785,5.745391935,1.406,0.02
-0.206185853,-0.098690503,9.01741482,43.26,245.1,-7.520060072,2.05075,14.12128322,0.9694,0.3158,5.4237,4.1378,0.9531,0.3754,5.2623,3.6634,0.9658,0.3402,5.8127,4.6313,0.9402,0.3214,5.1798,4.0918,0.9162,0.3771,5.1341,3.6487,0.8866,0.3667,5.2652,4.1951,1,1,2,2,1.967514676,1.982948814,2.146892871,2.156862073,4.840216932,4.840410041,5.325252731,5.325316342,1.4448,0.011
-0.202349457,-0.061460305,10.73888164,20.86,101.74,-7.365040136,2.64212,14.12128248,0.9474,0.5381,5.3229,2.8452,0.8865,0.5883,4.8369,1.8507,0.8839,0.6806,5.1662,1.6245,0.7406,0.5954,4.2331,2.148,0.8258,0.5976,4.3725,1.9421,0.8601,0.5968,4.8916,1.9344,1,1,2,2,1.975726702,1.986762442,2.158305354,2.173625773,4.840266102,4.840404508,5.325270009,5.324812013,1.4448,0.82
-0.190917989,-0.074614878,4.72504412,60.03,247.8,-8.142874812,2.16243,14.12128192,0.9302,0.453,5.3711,4.2304,0.9462,0.439,5.8476,4.3472,0.9769,0.3352,5.5346,4.1177,0.8872,0.4538,5.0737,4.2126,0.828,0.476,4.3529,3.7815,0.7701,0.5517,4.2959,2.5081,1,1,2,2,1.972779004,1.988241686,2.130634647,2.188106259,4.840221834,4.840587071,5.326659312,5.324786741,1.406,1
-0.207266507,-0.078064768,10.42466547,38.94,84.33,-8.932708635,2.54046,14.12128116,0.9596,0.2616,6.0562,5.4175,0.9465,0.3834,6.2787,4.4213,0.97,0.2588,6.1418,5.3171,0.7646,0.4836,4.2124,3.5297,0.7877,0.5442,4.4726,2.9553,0.9527,0.2997,6.485,4.999,1,1,2,2,1.997885382,2.015254078,2.168869291,2.175743091,4.840367755,4.840502828,5.324744036,5.324895371,1.4448,0.07
